port,port_name,state,value,year
Lynden,Lynden,Washington,2156355,1999
Oroville,Oroville,Washington,899086,1999
Ferry,Ferry,Washington,35811,1999
Metaline Falls,Metaline Falls,Washington,114903,1999
Blaine,Blaine,Washington,13345849,1999
Frontier,Frontier,Washington,170555,1999
Laurier,Laurier,Washington,195089,1999
Boundary,Boundary,Washington,114226,1999
Sumas,Sumas,Washington,3044796,1999
Port Angeles,Port Angeles,Washington,0,1999
Danville,Danville,Washington,199070,1999
Nighthawk,Nighthawk,Washington,22222,1999
Point Roberts,Point Roberts,Washington,3733796,1999
Anacortes,Anacortes,Washington,0,1999
Friday Harbor,Friday Harbor,Washington,0,1999
Eastport,Eastport,Idaho,521460,1999
Porthill,Porthill,Idaho,398002,1999
Sault Sainte Marie,Sault Sainte Marie,Michigan,5828393,1999
Port Huron,Port Huron,Michigan,9976138,1999
Detroit,Detroit,Michigan,32765609,1999
Algonac,Algonac,Michigan,0,1999
Santa Teresa,Santa Teresa,New Mexico,264517,1999
Columbus,Columbus,New Mexico,1763629,1999
Skagway,Skagway,Alaska,304644,1999
Ketchikan,Ketchikan,Alaska,0,1999
Alcan,Alcan,Alaska,232304,1999
Dalton Cache,Dalton Cache,Alaska,57610,1999
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,1999
Calexico East,Calexico East,California,7556984,1998
Otay Mesa,Otay Mesa,California,15950830,1998
San Ysidro,San Ysidro,California,54226556,1998
Tecate,Tecate,California,4341838,1998
Calexico,Calexico,California,36221460,1998
Andrade,Andrade,California,3772276,1998
Cross Border Xpress,Cross Border Xpress,California,0,1998
Van Buren,Van Buren,Maine,1156041,1998
Madawaska,Madawaska,Maine,2498192,1998
Vanceboro,Vanceboro,Maine,185254,1998
Calais,Calais,Maine,5028782,1998
Houlton,Houlton,Maine,1538472,1998
Fort Fairfield,Fort Fairfield,Maine,737397,1998
Bridgewater,Bridgewater,Maine,393273,1998
Fort Kent,Fort Kent,Maine,1088908,1998
Jackman,Jackman,Maine,809418,1998
Limestone,Limestone,Maine,175405,1998
Eastport,Eastport,Maine,0,1998
Portland,Portland,Maine,86420,1998
Bar Harbor,Bar Harbor,Maine,0,1998
Nogales,Nogales,Arizona,18934117,1998
Naco,Naco,Arizona,1179783,1998
Sasabe,Sasabe,Arizona,122774,1998
Douglas,Douglas,Arizona,8318421,1998
Lukeville,Lukeville,Arizona,1570158,1998
San Luis,San Luis,Arizona,11316072,1998
Trout River,Trout River,New York,665320,1998
Champlain-Rouses Point,Champlain-Rouses Point,New York,4772550,1998
Massena,Massena,New York,4191449,1998
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,28390734,1998
Alexandria Bay,Alexandria Bay,New York,2862710,1998
Ogdensburg,Ogdensburg,New York,1005898,1998
Cape Vincent,Cape Vincent,New York,0,1998
Pembina,Pembina,North Dakota,1198249,1998
Portal,Portal,North Dakota,489404,1998
Neche,Neche,North Dakota,150162,1998
Sarles,Sarles,North Dakota,19404,1998
Hansboro,Hansboro,North Dakota,42963,1998
Walhalla,Walhalla,North Dakota,106749,1998
Antler,Antler,North Dakota,33837,1998
Noonan,Noonan,North Dakota,98683,1998
Westhope,Westhope,North Dakota,39824,1998
Fortuna,Fortuna,North Dakota,45362,1998
Northgate,Northgate,North Dakota,73756,1998
Sherwood,Sherwood,North Dakota,60185,1998
Ambrose,Ambrose,North Dakota,25851,1998
Dunseith,Dunseith,North Dakota,259893,1998
Carbury,Carbury,North Dakota,39963,1998
Maida,Maida,North Dakota,51556,1998
St. John,St. John,North Dakota,76776,1998
Hannah,Hannah,North Dakota,20751,1998
Progreso,Progreso,Texas,5076299,1998
Roma,Roma,Texas,6099775,1998
Boquillas,Boquillas,Texas,0,1998
Rio Grande City,Rio Grande City,Texas,3132212,1998
Del Rio,Del Rio,Texas,7791741,1998
Eagle Pass,Eagle Pass,Texas,10630040,1998
Tornillo-Fabens,Tornillo-Fabens,Texas,2263398,1998
El Paso,El Paso,Texas,65679507,1998
Hidalgo,Hidalgo,Texas,36554465,1998
Brownsville,Brownsville,Texas,27197787,1998
Presidio,Presidio,Texas,2492703,1998
Laredo,Laredo,Texas,34699118,1998
Opheim,Opheim,Montana,16789,1998
Wildhorse,Wildhorse,Montana,0,1998
Scobey,Scobey,Montana,12978,1998
Raymond,Raymond,Montana,172761,1998
Del Bonita,Del Bonita,Montana,97689,1998
Turner,Turner,Montana,24300,1998
Sweetgrass,Sweetgrass,Montana,1148679,1998
Piegan,Piegan,Montana,633222,1998
Whitlash,Whitlash,Montana,691,1998
Morgan,Morgan,Montana,20570,1998
Willow Creek,Willow Creek,Montana,0,1998
Roosville,Roosville,Montana,419083,1998
Whitetail,Whitetail,Montana,16995,1998
Lancaster,Lancaster,Minnesota,0,1998
Roseau,Roseau,Minnesota,147040,1998
Baudette,Baudette,Minnesota,683882,1998
Grand Portage,Grand Portage,Minnesota,963903,1998
Pinecreek,Pinecreek,Minnesota,20165,1998
Warroad,Warroad,Minnesota,469641,1998
International Falls-Ranier,International Falls-Ranier,Minnesota,2054321,1998
Noyes,Noyes,Minnesota,205310,1998
Derby Line,Derby Line,Vermont,2429710,1998
Beecher Falls,Beecher Falls,Vermont,324695,1998
Norton,Norton,Vermont,336940,1998
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1618984,1998
Richford,Richford,Vermont,439693,1998
Lynden,Lynden,Washington,2205761,1998
Oroville,Oroville,Washington,912132,1998
Ferry,Ferry,Washington,38936,1998
Metaline Falls,Metaline Falls,Washington,117702,1998
Blaine,Blaine,Washington,13153745,1998
Frontier,Frontier,Washington,162707,1998
Laurier,Laurier,Washington,190789,1998
Boundary,Boundary,Washington,124620,1998
Sumas,Sumas,Washington,3270335,1998
Port Angeles,Port Angeles,Washington,0,1998
Danville,Danville,Washington,244482,1998
Nighthawk,Nighthawk,Washington,26031,1998
Point Roberts,Point Roberts,Washington,1936898,1998
Anacortes,Anacortes,Washington,0,1998
Friday Harbor,Friday Harbor,Washington,0,1998
Eastport,Eastport,Idaho,438475,1998
Porthill,Porthill,Idaho,431731,1998
Sault Sainte Marie,Sault Sainte Marie,Michigan,6305243,1998
Port Huron,Port Huron,Michigan,9359281,1998
Detroit,Detroit,Michigan,32056144,1998
Algonac,Algonac,Michigan,0,1998
Santa Teresa,Santa Teresa,New Mexico,233540,1998
Columbus,Columbus,New Mexico,934760,1998
Skagway,Skagway,Alaska,307560,1998
Ketchikan,Ketchikan,Alaska,0,1998
Alcan,Alcan,Alaska,261214,1998
Dalton Cache,Dalton Cache,Alaska,72672,1998
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,1998
Calexico East,Calexico East,California,7418320,1997
Otay Mesa,Otay Mesa,California,14166189,1997
San Ysidro,San Ysidro,California,50299485,1997
Tecate,Tecate,California,4570883,1997
Calexico,Calexico,California,34007914,1997
Andrade,Andrade,California,3573449,1997
Cross Border Xpress,Cross Border Xpress,California,0,1997
Van Buren,Van Buren,Maine,1349432,1997
Madawaska,Madawaska,Maine,2559259,1997
Vanceboro,Vanceboro,Maine,199261,1997
Calais,Calais,Maine,5315080,1997
Houlton,Houlton,Maine,1687556,1997
Fort Fairfield,Fort Fairfield,Maine,724566,1997
Bridgewater,Bridgewater,Maine,421695,1997
Fort Kent,Fort Kent,Maine,1122447,1997
Jackman,Jackman,Maine,685768,1997
Limestone,Limestone,Maine,202889,1997
Eastport,Eastport,Maine,0,1997
Portland,Portland,Maine,94519,1997
Bar Harbor,Bar Harbor,Maine,0,1997
Nogales,Nogales,Arizona,18391613,1997
Naco,Naco,Arizona,1143169,1997
Sasabe,Sasabe,Arizona,99387,1997
Douglas,Douglas,Arizona,7460780,1997
Lukeville,Lukeville,Arizona,1525946,1997
San Luis,San Luis,Arizona,11889466,1997
Trout River,Trout River,New York,657943,1997
Champlain-Rouses Point,Champlain-Rouses Point,New York,4844646,1997
Massena,Massena,New York,4248995,1997
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,29129803,1997
Alexandria Bay,Alexandria Bay,New York,2984560,1997
Ogdensburg,Ogdensburg,New York,1245482,1997
Cape Vincent,Cape Vincent,New York,0,1997
Pembina,Pembina,North Dakota,1037736,1997
Portal,Portal,North Dakota,539377,1997
Neche,Neche,North Dakota,137841,1997
Sarles,Sarles,North Dakota,20157,1997
Hansboro,Hansboro,North Dakota,47342,1997
Walhalla,Walhalla,North Dakota,117489,1997
Antler,Antler,North Dakota,35873,1997
Noonan,Noonan,North Dakota,113987,1997
Westhope,Westhope,North Dakota,41854,1997
Fortuna,Fortuna,North Dakota,57770,1997
Northgate,Northgate,North Dakota,84714,1997
Sherwood,Sherwood,North Dakota,73173,1997
Ambrose,Ambrose,North Dakota,23685,1997
Dunseith,Dunseith,North Dakota,266651,1997
Carbury,Carbury,North Dakota,45000,1997
Maida,Maida,North Dakota,58077,1997
St. John,St. John,North Dakota,82187,1997
Hannah,Hannah,North Dakota,21208,1997
Progreso,Progreso,Texas,4783317,1997
Roma,Roma,Texas,5906951,1997
Boquillas,Boquillas,Texas,0,1997
Rio Grande City,Rio Grande City,Texas,2649792,1997
Del Rio,Del Rio,Texas,7590354,1997
Eagle Pass,Eagle Pass,Texas,9985582,1997
Tornillo-Fabens,Tornillo-Fabens,Texas,2633722,1997
El Paso,El Paso,Texas,64101339,1997
Hidalgo,Hidalgo,Texas,33778427,1997
Brownsville,Brownsville,Texas,26023930,1997
Presidio,Presidio,Texas,2328417,1997
Laredo,Laredo,Texas,33153723,1997
Opheim,Opheim,Montana,16777,1997
Wildhorse,Wildhorse,Montana,0,1997
Scobey,Scobey,Montana,21549,1997
Raymond,Raymond,Montana,172743,1997
Del Bonita,Del Bonita,Montana,85916,1997
Turner,Turner,Montana,32116,1997
Sweetgrass,Sweetgrass,Montana,1255374,1997
Piegan,Piegan,Montana,592505,1997
Whitlash,Whitlash,Montana,3924,1997
Morgan,Morgan,Montana,27172,1997
Willow Creek,Willow Creek,Montana,0,1997
Roosville,Roosville,Montana,377432,1997
Whitetail,Whitetail,Montana,18622,1997
Lancaster,Lancaster,Minnesota,0,1997
Roseau,Roseau,Minnesota,134614,1997
Baudette,Baudette,Minnesota,673672,1997
Grand Portage,Grand Portage,Minnesota,969934,1997
Pinecreek,Pinecreek,Minnesota,24871,1997
Warroad,Warroad,Minnesota,433591,1997
International Falls-Ranier,International Falls-Ranier,Minnesota,1846066,1997
Noyes,Noyes,Minnesota,150051,1997
Derby Line,Derby Line,Vermont,2772154,1997
Beecher Falls,Beecher Falls,Vermont,349567,1997
Norton,Norton,Vermont,397629,1997
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1404471,1997
Richford,Richford,Vermont,508460,1997
Lynden,Lynden,Washington,2634585,1997
Oroville,Oroville,Washington,1047300,1997
Ferry,Ferry,Washington,41997,1997
Metaline Falls,Metaline Falls,Washington,113705,1997
Blaine,Blaine,Washington,16269694,1997
Frontier,Frontier,Washington,172748,1997
Laurier,Laurier,Washington,202212,1997
Boundary,Boundary,Washington,162142,1997
Sumas,Sumas,Washington,3720117,1997
Port Angeles,Port Angeles,Washington,0,1997
Danville,Danville,Washington,281046,1997
Nighthawk,Nighthawk,Washington,31620,1997
Point Roberts,Point Roberts,Washington,2981363,1997
Anacortes,Anacortes,Washington,0,1997
Friday Harbor,Friday Harbor,Washington,0,1997
Eastport,Eastport,Idaho,471538,1997
Porthill,Porthill,Idaho,445490,1997
Sault Sainte Marie,Sault Sainte Marie,Michigan,7276955,1997
Port Huron,Port Huron,Michigan,9131088,1997
Detroit,Detroit,Michigan,27431980,1997
Algonac,Algonac,Michigan,0,1997
Santa Teresa,Santa Teresa,New Mexico,235546,1997
Columbus,Columbus,New Mexico,943787,1997
Skagway,Skagway,Alaska,277897,1997
Ketchikan,Ketchikan,Alaska,0,1997
Alcan,Alcan,Alaska,201656,1997
Dalton Cache,Dalton Cache,Alaska,70345,1997
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,1997
Calexico East,Calexico East,California,0,1996
Otay Mesa,Otay Mesa,California,13555563,1996
San Ysidro,San Ysidro,California,0,1996
Tecate,Tecate,California,4380708,1996
Calexico,Calexico,California,32172466,1996
Andrade,Andrade,California,3551780,1996
Cross Border Xpress,Cross Border Xpress,California,0,1996
Van Buren,Van Buren,Maine,1317783,1996
Madawaska,Madawaska,Maine,2783701,1996
Vanceboro,Vanceboro,Maine,233376,1996
Calais,Calais,Maine,5175411,1996
Houlton,Houlton,Maine,1661700,1996
Fort Fairfield,Fort Fairfield,Maine,806011,1996
Bridgewater,Bridgewater,Maine,479597,1996
Fort Kent,Fort Kent,Maine,1050929,1996
Jackman,Jackman,Maine,850141,1996
Limestone,Limestone,Maine,184156,1996
Eastport,Eastport,Maine,0,1996
Portland,Portland,Maine,82449,1996
Bar Harbor,Bar Harbor,Maine,0,1996
Nogales,Nogales,Arizona,17298040,1996
Naco,Naco,Arizona,1069136,1996
Sasabe,Sasabe,Arizona,84642,1996
Douglas,Douglas,Arizona,6935023,1996
Lukeville,Lukeville,Arizona,1085200,1996
San Luis,San Luis,Arizona,11566958,1996
Trout River,Trout River,New York,747205,1996
Champlain-Rouses Point,Champlain-Rouses Point,New York,4985647,1996
Massena,Massena,New York,4136919,1996
Buffalo-Niagara Falls,Buffalo-Niagara Falls,New York,26597966,1996
Alexandria Bay,Alexandria Bay,New York,2949709,1996
Ogdensburg,Ogdensburg,New York,1294233,1996
Cape Vincent,Cape Vincent,New York,0,1996
Pembina,Pembina,North Dakota,1180228,1996
Portal,Portal,North Dakota,504365,1996
Neche,Neche,North Dakota,168312,1996
Sarles,Sarles,North Dakota,20322,1996
Hansboro,Hansboro,North Dakota,46630,1996
Walhalla,Walhalla,North Dakota,128001,1996
Antler,Antler,North Dakota,39888,1996
Noonan,Noonan,North Dakota,130888,1996
Westhope,Westhope,North Dakota,44257,1996
Fortuna,Fortuna,North Dakota,64413,1996
Northgate,Northgate,North Dakota,100964,1996
Sherwood,Sherwood,North Dakota,74147,1996
Ambrose,Ambrose,North Dakota,19312,1996
Dunseith,Dunseith,North Dakota,326662,1996
Carbury,Carbury,North Dakota,46486,1996
Maida,Maida,North Dakota,57295,1996
St. John,St. John,North Dakota,82773,1996
Hannah,Hannah,North Dakota,20867,1996
Progreso,Progreso,Texas,4825681,1996
Roma,Roma,Texas,5843525,1996
Boquillas,Boquillas,Texas,0,1996
Rio Grande City,Rio Grande City,Texas,2681265,1996
Del Rio,Del Rio,Texas,7267509,1996
Eagle Pass,Eagle Pass,Texas,9369123,1996
Tornillo-Fabens,Tornillo-Fabens,Texas,2544595,1996
El Paso,El Paso,Texas,62242093,1996
Hidalgo,Hidalgo,Texas,30959017,1996
Brownsville,Brownsville,Texas,25679500,1996
Presidio,Presidio,Texas,2189653,1996
Laredo,Laredo,Texas,30098425,1996
Opheim,Opheim,Montana,22212,1996
Wildhorse,Wildhorse,Montana,0,1996
Scobey,Scobey,Montana,29154,1996
Raymond,Raymond,Montana,151162,1996
Del Bonita,Del Bonita,Montana,95546,1996
Turner,Turner,Montana,30219,1996
Sweetgrass,Sweetgrass,Montana,1234879,1996
Piegan,Piegan,Montana,509845,1996
Whitlash,Whitlash,Montana,5195,1996
Morgan,Morgan,Montana,23889,1996
Willow Creek,Willow Creek,Montana,0,1996
Roosville,Roosville,Montana,429150,1996
Whitetail,Whitetail,Montana,15448,1996
Lancaster,Lancaster,Minnesota,0,1996
Roseau,Roseau,Minnesota,166075,1996
Baudette,Baudette,Minnesota,687690,1996
Grand Portage,Grand Portage,Minnesota,967620,1996
Pinecreek,Pinecreek,Minnesota,25486,1996
Warroad,Warroad,Minnesota,428866,1996
International Falls-Ranier,International Falls-Ranier,Minnesota,2020421,1996
Noyes,Noyes,Minnesota,193286,1996
Derby Line,Derby Line,Vermont,2812941,1996
Beecher Falls,Beecher Falls,Vermont,350858,1996
Norton,Norton,Vermont,386149,1996
Highgate Springs-Alburg,Highgate Springs-Alburg,Vermont,1663167,1996
Richford,Richford,Vermont,534698,1996
Lynden,Lynden,Washington,2710984,1996
Oroville,Oroville,Washington,1089335,1996
Ferry,Ferry,Washington,39647,1996
Metaline Falls,Metaline Falls,Washington,117798,1996
Blaine,Blaine,Washington,17188885,1996
Frontier,Frontier,Washington,165695,1996
Laurier,Laurier,Washington,238062,1996
Boundary,Boundary,Washington,170159,1996
Sumas,Sumas,Washington,4349680,1996
Port Angeles,Port Angeles,Washington,0,1996
Danville,Danville,Washington,282663,1996
Nighthawk,Nighthawk,Washington,30143,1996
Point Roberts,Point Roberts,Washington,3338049,1996
Anacortes,Anacortes,Washington,0,1996
Friday Harbor,Friday Harbor,Washington,0,1996
Eastport,Eastport,Idaho,467208,1996
Porthill,Porthill,Idaho,445093,1996
Sault Sainte Marie,Sault Sainte Marie,Michigan,7192519,1996
Port Huron,Port Huron,Michigan,9084336,1996
Detroit,Detroit,Michigan,34418102,1996
Algonac,Algonac,Michigan,0,1996
Santa Teresa,Santa Teresa,New Mexico,231364,1996
Columbus,Columbus,New Mexico,1120182,1996
Skagway,Skagway,Alaska,252963,1996
Ketchikan,Ketchikan,Alaska,0,1996
Alcan,Alcan,Alaska,207758,1996
Dalton Cache,Dalton Cache,Alaska,73125,1996
Toledo-Sandusky,Toledo-Sandusky,Ohio,0,1996
